ID,Type,Medium,Title,Year,Director,Watched,AdditionalInfo,Franchise,Prequels,Sequels,FranchiseComplete,MissingParts,Runtime,Genre,Summary,Writer,Music,Cinematography,CostumeDesign,Cast
Knives_Out_2019,Movie,BluRay,Knives Out,2019,Rian Johnson,YES,,YES,,,NO,Glass Onion: A Knives Out Mystery,131,"Crime, Drama, Comedy",Movies with an amazing cast just get me. The way the actors can play off of each other is great and just always creates something exciting. I saw this movie at the Stockholm Fim Festival and was immediately blown away by the first shot and am every time I watch it. The music in this movie is so underrated. It fits the genre and film perfectly and should have gotten much more acknowledgement. The production design is amazing and the house seems to be a whole character on its own. Daniel Craig's crazy accent is fun and fresh and as a whodunnit fan it is a proper kick-off to a new series of whodunnits like we love them 🔪.,Rian Johnson,Nathan Johnson,Steve Yedlin,Jenny Eagan,"Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon, Don Johnson, Toni Collette, LaKeith Stanfield, Christopher Plummer, Katherine Langford, Jaeden Martell, Riki Lindhome, Edi Patterson"
Kong_Skull_Island_2017,Movie,BluRay,Kong: Skull Island,2017,Jordan Vogt-Roberts,NO,,NO,,,,,118,"Action, SciFi, Adventure",,,,,,
La_La_Land_2016,Movie,"BluRay, DVD",La La Land,2016,Damien Chazelle,YES,"signed by Linus Sandgren, also available in Farsi",NO,,,,,123,"Musical, Romance, Drama","I am the fool who dreams, so this movie will always be the reason I will not stop dreaming. It came at the exact right time and I will be forever grateful for that. The music is incredibly delicate and beautiful and fitting and just *chef's kiss*. Damien Chazelle hit a nerve with this movie and Emma Stone's monologue in Boulder is what I regularly fall back to and even if I don't have a Ryan Gosling to tell me to get my shit together I think of Sebastian and Mia and how their lives turned out. The story might be fiction but I see my truth in it and moreso, my future. AND of course the DVD is signed beautifully by Linus Sandgren which was one of my favorite interactions with the film industry yet.",Damien Chazelle,Justin Hurwitz,Linus Sandrgen,Mary Zophres,"Emma Stone, Ryan Gosling, J.K. Simmons, John Legend, Rosemarie DeWitt, Callie Hernandez, Sonoya Mizuno, Olivia Hamilton, Finn Wittrock"
Lady_Bird_2017,Movie,DVD,Lady Bird,2017,Greta Gerwig,YES,,NO,,,,,90,"Coming-of-Age, Comedy, Drama",,,,,,
Last_Christmas_2019,Movie,DVD,Last Christmas,2019,Paul Feig,YES,,NO,,,,,98,"Seasonal, Romance, Comedy",,,,,,
Late_Night_2019,Movie,DVD,Late Night,2019,Nisha Ganatra,YES,,NO,,,,,97,"Comedy, Drama",,,,,,
Life_of_Pi_2012,Movie,BluRay,Life of Pi,2012,Ang Lee,YES,,NO,,,,,127,"Adventure, Drama",,,,,,
Lion_2016,Movie,BluRay,Lion,2016,Garth Davis,YES,,NO,,,,,119,"Biography, Drama, Romance",,,,,,
Little_Miss_Sunshine_2006,Movie,DVD,Little Miss Sunshine,2006,"Jonathan Dayton, Valerie Faris",YES,,NO,,,,,99,"Comedy, Adventure, Drama",,,,,,
Looper_2012,Movie,DVD,Looper,2012,Rian Johnson,YES,,NO,,,,,114,"Action, Drama, SciFi",,,,,,
Lost_in_Translation_2004,Movie,DVD,Lost in Translation,2004,Sofia Coppola,NO,,NO,,,,,97,"Coming-of-Age, Comedy, Drama",,,,,,
Ma_2019,Movie,DVD,Ma,2019,Tate Taylor,YES,,NO,,,,,95,"Horror, Mystery, Thriller",,,,,,
Mad_Max_Fury_Road_2015,Movie,BluRay,Mad Max: Fury Road,2015,George Miller,NO,,YES,,,NO,"Mad Max, Mad Max 2, Mad Max Beyond Thunderdome, Furiosa: A Mad Max Saga",120,"Epic, SciFi, Action",,,,,,
Maleficent_2014,Movie,DVD,Maleficent,2014,Robert Stromberg,YES,,YES,,,NO,Maleficent: Mistress of Evil,93,"Fantasy, Drama, Action",,,,,,
Mamma_Mia_2008,Movie,DVD,Mamma Mia!,2008,Phyllida Lloyd,YES,,YES,,,NO,Mamma Mia! Here We Go Again,104,"Musical, Romance, Comedy",,,,,,
Mary_Poppins_1964,Movie,DVD,Mary Poppins,1964,Robert Stevenson,YES,,YES,,Mary Poppins Returns,YES,,134,"Musical, Drama, Coming-of-Age",,,,,,
Mary_Poppins_Returns_2018,Movie,DVD,Mary Poppins Returns,2018,Rob Marshall,YES,,YES,Mary Poppins,,YES,,125,"Musical, Drama, Coming-of-Age",,,,,,
Maze_Runner_The_Scorch_Trials_2015,Movie,DVD,Maze Runner: The Scorch Trials,2015,Wes Ball,NO,,YES,The Maze Runner,,NO,Maze Runner: The Death Cure,126,"SciFi, Action, Drama",,,,,,
Minions_2015,Movie,DVD,Minions,2015,"Kyle Balda, Pierre Coffin",YES,,YES,,"Despicable Me, Despicable Me 2",NO,"Minions 2, Despicable Me 3, Despicable Me 4",91,"Animation, Comedy",,,,,,
Miss_Congeniality_2000,Series,DVD,Miss Congeniality,2000,Donald Petrie,YES,,YES,,Miss Congeniality 2,YES,,106,"Comedy, Action, Romance",,,,,,
Miss_Congeniality_2_2005,Movie,DVD,Miss Congeniality 2,2005,John Pasquin,YES,,YES,Miss Congeniality,,YES,,110,"Comedy, Action",,,,,,
Miss_Sloane_2016,Movie,DVD,Miss Sloane,2016,John Madden,YES,,NO,,,,,126,Drama,,,,,,
Mission_Impossible_Fallout_2018,Movie,DVD,Mission: Impossible - Fallout,2018,Christopher McQuarrie,YES,,YES,Mission: Impossible - Rogue Nation,,NO,"Mission: Impossible, Mission: Impossible 2, Mission: Impossible III, Mission: Impossible - Ghost Protocol, Mission: Impossible - Dead Reckoning Part One",141,"Action, Thriller",,,,,,
Mission_Impossible_Rogue_Nation_2015,Movie,DVD,Mission: Impossible - Rogue Nation,2015,Christopher McQuarrie,YES,,YES,,Mission: Impossible - Fallout,NO,"Mission: Impossible, Mission: Impossible 2, Mission: Impossible III, Mission: Impossible - Ghost Protocol, Mission: Impossible - Dead Reckoning Part One",126,"Action, Thriller",,,,,,
Mollys_Game_2017,Movie,DVD,Molly's Game,2017,Aaron Sorkin,YES,,NO,,,,,134,"Crime, Biography, Drama",,,,,,
Monsters_University_2013,Movie,DVD,Monsters University,2013,Dan Scanion,YES,,YES,"Monsters, Inc.",,YES,,100,"Animation, Coming-of-Age, Comedy",,,,,,
Monsters_Inc_2001,Movie,DVD,"Monsters, Inc.",2001,Pete Docter,YES,,YES,,Monsters University,YES,,88,"Animation, Comedy",,,,,,
Mortal_Engines_2018,Movie,DVD,Mortal Engines,2018,Christian Rivers,YES,,NO,,,,,123,"SciFi, Drama, Adventure",,,,,,
Mr_Bean_1990,Series,DVD,Mr. Bean,1990,Rowan Atkinson,YES,,NO,,,,,25,Comedy,,,,,,
Mr_Beans_Holiday_2007,Movie,DVD,Mr. Bean's Holiday,2007,Steve Bendelack,YES,,NO,,,,,86,"Comedy, Adventure",,,,,,
Mud_2012,Movie,DVD,Mud,2012,Jeff Nichols,YES,,NO,,,,,125,"Coming-of-Age, Drama, Adventure",,,,,,
Murder_by_Death_1976,Movie,DVD,Murder by Death,1976,Robert Moore,YES,,NO,,,,,91,"Crime, Comedy",,,,,,
Murder_on_the_Orient_Express_1974,Movie,DVD,Murder on the Orient Express,1974,Sidney Lumet,YES,,NO,,,,,122,"Mystery, Crime, Drama",,,,,,
Murder_on_the_Orient_Express_2017,Movie,BluRay,Murder on the Orient Express (2017),2017,Kenneth Branagh,YES,,NO,,,,,114,"Mystery, Crime, Drama",,,,,,
Mysteries_of_the_Deep_2013,Movie,DVD,Mysteries of the Deep,2013,Danny Mauro,YES,,NO,,,,,40,Documentary,,,,,,
National_Theatre_Live_Prima_Facie_2022,Movie,DVD,National Theatre Live: Prima Facie,2022,Justin Martin,YES,,NO,,,,,120,Drama,"You know this is the greatest theatric performance that has ever been seen. If you don't know it, then you haven't seen it yet.",Suzie Miller,Rebecca Lucy Taylor,Sam Bishop,,Jodie Comer
Night_at_the_Museum_2006,Movie,DVD,Night at the Museum,2006,Shawn Levy,YES,,YES,,Night at the Museum: Battle of the Smithsonian,NO,Night at the Museum: Secret of the Tomb,100,"Fantasy, Adventure, Comedy",,,,,,
Night_at_the_Museum_Battle_of_the_Smithsonian_2009,Movie,DVD,Night at the Museum: Battle of the Smithsonian,2009,Shawn Levy,YES,,YES,Night at the Museum,,NO,Night at the Museum: Secret of the Tomb,104,"Fantasy, Adventure, Comedy",,,,,,
Oblivion_2013,Movie,BluRay,Oblivion,2013,Joseph Kosinski,NO,,NO,,,,,125,"SciFi, Action",,,,,,
Oceans_Eight_2018,Movie,BluRay,Ocean's Eight,2018,Gary Ross,YES,,YES,"Ocean's Eleven, Ocean's Twelve, Ocean's Thirteen",,YES,,110,"Comedy, Action","Also one of those that I have watched on repeat on several occasions. I love a movie with a great, powerful cast. The music is snarky and fitting. The plot might have holes but I don't care much. The scene when they walk down the stairs in the MET and ""These boots are made for walking"" is playing is iconic and I will always defend this movie if needed. Bless the cast forever.","Gary Ross, Olivia Milch",Daniel Pemberton,Eigil Bryld,Sarah Edwards,"Sandra Bullock, Cate Blanchett, Anne Hathaway, Rihanna, Awkwafina, Sarah Paulson,Helena Bonham Carter, Mindy Kailing, James Corden, Dakota Fanning, Elliott Gould, Richard Armitage"
Oceans_Eleven_2001,Movie,DVD,Ocean's Eleven,2001,Stephen Soderbergh,YES,,YES,,"Ocean's Twelve, Ocean's Thirteen, Ocean's Eight",YES,,116,"Action, Drama",,,,,,
Oceans_Thirteen_2007,Movie,DVD,Ocean's Thirteen,2007,Stephen Soderbergh,YES,,YES,"Ocean's Eleven, Ocean's Twelve",Ocean's Eight,YES,,122,"Action, Drama",,,,,,
Oceans_Twelve_2004,Movie,DVD,Ocean's Twelve,2004,Stephen Soderbergh,YES,,YES,Ocean's Eleven,"Ocean's Thirteen, Ocean's Eight",YES,,125,"Action, Drama",,,,,,
One_Flew_Over_the_Cuckoos_Nest_1975,Movie,DVD,One Flew Over the Cuckoo's Nest,1975,Milos Forman,NO,,NO,,,,,128,Drama,,,,,,
One_Tree_Hill_Season_1_2003,Series,DVD,One Tree Hill [Season 1],2003,Mark Schwahn,YES,,YES,,"One Tree Hill [Season 2], One Tree Hill [Season 3], One Tree Hill [Season 4], One Tree Hill [Season 5], One Tree Hill [Season 6], One Tree Hill [Season 7], One Tree Hill [Season 8], One Tree Hill [Season 9]",YES,,40,"Drama, Romance, Coming-of-Age","Everyone is still a baby. Nathan is dating Peyton. Things were different but it's always beautiful to see where it all started, knowing how everything turns out.",,,,,
One_Tree_Hill_Season_2_2004,Series,DVD,One Tree Hill [Season 2],2004,Mark Schwahn,YES,,YES,One Tree Hill [Season 1],"One Tree Hill [Season 3], One Tree Hill [Season 4], One Tree Hill [Season 5], One Tree Hill [Season 6], One Tree Hill [Season 7], One Tree Hill [Season 8], One Tree Hill [Season 9]",YES,,40,"Drama, Romance, Coming-of-Age",Jake and Peyton. Haley goes on tour. The whole Dan Lucas heart thing happens while Lucas and Brooke are being a thing. Not my favorite season but so important for what's about to come.,,,,,
One_Tree_Hill_Season_3_2005,Series,DVD,One Tree Hill [Season 3],2005,Mark Schwahn,YES,,YES,"One Tree Hill [Season 1], One Tree Hill [Season 2]","One Tree Hill [Season 4], One Tree Hill [Season 5], One Tree Hill [Season 6], One Tree Hill [Season 7], One Tree Hill [Season 8], One Tree Hill [Season 9]",YES,,40,"Drama, Romance, Coming-of-Age",Episdoe 6 was the first episode I ever watched. Thank you sis 🧡. Haley is back. Rachel and Chase join the cast. Jimmy Edwards and all the shit that happens with that. What a season. Pete Wentz from Fall Out Boy is there and Haley and Nathan get married.,,,,,
One_Tree_Hill_Season_4_2006,Series,DVD,One Tree Hill [Season 4],2006,Mark Schwahn,YES,,YES,"One Tree Hill [Season 1], One Tree Hill [Season 2], One Tree Hill [Season 3]","One Tree Hill [Season 5], One Tree Hill [Season 6], One Tree Hill [Season 7], One Tree Hill [Season 8], One Tree Hill [Season 9]",YES,,40,"Drama, Romance, Coming-of-Age",Peyton and Lucas again. Psycho Derek. Peyton's mom. Nathan lands in the hospital (again). Cooper is in the hospital. James Lucas Scott is born. ,,,,,
One_Tree_Hill_Season_5_2008,Series,DVD,One Tree Hill [Season 5],2008,Mark Schwahn,YES,,YES,"One Tree Hill [Season 1], One Tree Hill [Season 2], One Tree Hill [Season 3], One Tree Hill [Season 4]","One Tree Hill [Season 6], One Tree Hill [Season 7], One Tree Hill [Season 8], One Tree Hill [Season 9]",YES,,40,"Drama, Romance",Four years later and Nathan is depressed not playing basketball. Brooked opens CoB. Nanny Carrie joins the plot. Mia and Millicent joins the cast. Lucas and Lindsey are a thing. Peyton founds Red Bedroom Records. Haley starts music again. Brooke wants to adopt and gets Angie.,,,,,
One_Tree_Hill_Season_6_2008,Series,DVD,One Tree Hill [Season 6],2008,Mark Schwahn,YES,,YES,"One Tree Hill [Season 1], One Tree Hill [Season 2], One Tree Hill [Season 3], One Tree Hill [Season 4], One Tree Hill [Season 5]","One Tree Hill [Season 7], One Tree Hill [Season 8], One Tree Hill [Season 9]",YES,,40,"Drama, Romance",Quentin and Julian joins the gang. Lucas and Peyton are together again. Brooke takes in Sam. Brooke and Julian start dating. Nathan starts playing again. Victoria almost ruins CoB. Peyton and Lucas get married (finally) and Sawyer is born. ,,,,,
One_Tree_Hill_Season_7_2009,Series,DVD,One Tree Hill [Season 7],2009,Mark Schwahn,YES,,YES,"One Tree Hill [Season 1], One Tree Hill [Season 2], One Tree Hill [Season 3], One Tree Hill [Season 4], One Tree Hill [Season 5], One Tree Hill [Season 6]","One Tree Hill [Season 8], One Tree Hill [Season 9]",YES,,40,"Drama, Romance, Comedy",My absolute favorite season. Clay and Quinn join the cast 🧡. Renee pretends to be pregnant by Nathan. Dan has married Rachel and saves the day and returns to Tree Hill. Clay and Quinn get closer. David shows up. Millicent becomes annoying as hell. Alex joins the cast. Nathan plays in the NBA again. Lydia dies and Haley falls into a very deep depression. Everyone goes to Utah for Julian's film premiere. Julian proposes to Brooke. Quinn and Clay get shot.,,,,,
One_Tree_Hill_Season_8_2010,Series,DVD,One Tree Hill [Season 8],2010,Mark Schwahn,YES,,YES,"One Tree Hill [Season 1], One Tree Hill [Season 2], One Tree Hill [Season 3], One Tree Hill [Season 4], One Tree Hill [Season 5], One Tree Hill [Season 6], One Tree Hill [Season 7]",One Tree Hill [Season 9],YES,,40,"Drama, Romance, Comedy","Haley is pregnant. CoB has financial troubles. Nathan becomes an agent with Clay. Erin joins the cast and everyone gathers at Haley and Nathan's for Thanksgiving. Quinn, Haley and Brooke dress up as superheros. Brooke and Quinn almost die in the same night making the most horrific episode in television history. Brooke and Julian get married. Brooke, Quinn, Alex and Lauren take a trip to Puerto Rico. Haley and Brooke reopen Karen's Cafe.",,,,,
One_Tree_Hill_Season_9_2012,Series,DVD,One Tree Hill [Season 9],2012,Mark Schwahn,YES,,YES,"One Tree Hill [Season 1], One Tree Hill [Season 2], One Tree Hill [Season 3], One Tree Hill [Season 4], One Tree Hill [Season 5], One Tree Hill [Season 6], One Tree Hill [Season 7], One Tree Hill [Season 8]",,YES,,40,"Drama, Romance, Action",Chase is torn between Alex and Mia. Nathan is missing. Brook's and Julian's twins are born. Chris Keller is around. Dan saves the day and dies tragically. Julian founds the studio in Tree Hill. ,,,,,
Ophelia_2018,Movie,DVD,Ophelia,2018,Claire McCarthy,YES,,NO,,,,,110,"Drama, Romance, History",,,,,,
Parasite_2019,Movie,DVD,Parasite,2019,Bong Joon Ho,YES,,NO,,,,,127,"Thriller, Drama, Mystery",,,,,,
Passengers_2016,Movie,BluRay,Passengers,2016,Morten Tyldum,YES,signed by Michael Sheen,NO,,,,,116,"SciFi, Romance, Drama",,,,,,
Past_Lives_2023,Movie,DVD,Past Lives,2023,Celine Song,YES,,NO,,,,,105,"Romance, Drama","Simple. Heartbreaking. Nostalgic. This movie hit me out of nowhere. It is not just the main story that is being told that is so bittersweet you wish you could just make everything go perfect all the time, go into the movie and give the guy a hug, but also there is so many more stories told if you pay attention to the background.",,,,,
Percy_Jackson_and_the_Olympians_The_Lightning_Thief_2010,Movie,DVD,Percy Jackson & the Olympians: The Lightning Thief,2010,Chris Columbus,YES,,YES,,Percy Jackson: Sea of Monsters,YES,,114,"Fantasy, Coming-of-Age, Action",,,,,,
Percy_Jackson_Sea_of_Monsters_2013,Movie,DVD,Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,YES,,YES,Percy Jackson & the Olympians: The Lightning Thief,,YES,,102,"Fantasy, Coming-of-Age, Action",,,,,,
Peter_Rabbit_2018,Movie,DVD,Peter Rabbit,2018,Will Gluck,YES,,YES,,,NO,Peter Rabbit 2: The Runaway,91,"Comedy, Adventure",I bought this movie on DVD after we gave away my bunny after the other one had died. We watched this movie on my 20th birthday in an empty cinema after having lunch at my favorite place and when I was a kid my aunt would read me Peter Rabbit books. This movie has a lot of connections to memorable moments and the fact that the bunnies are voiced by some of my favorite actors and the story is so cute and fun makes it even more meaningful.,"Rob Lieber, Will Gluck",Dominic Lewis,Peter Menzies Jr.,Lizzy Gardiner,"James Corden, Domhnall Gleeson, Sia, Sam Neill, Margot Robbie, Elizabeth Debicki, Daisy Ridley, Rose Byrne"
Pitch_Perfect_2012,Movie,DVD,Pitch Perfect,2012,Jason Moore,YES,,YES,,"Pitch Perfect 2, Pitch Perfect 3",YES,,107,"Comedy, Romance, Musical",Aca-believe it. This is probably the best start to a chick-flick film series that was ever made. This might be the movie I have conciously watched the most in my life because it used to run while I was doing homework. Deservingly so.,Kay Cannon,"Christophe Beck, Mark Kilian",Julio Macat,Salvador Pérez Jr.,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow, Anna Camp, Rebel Wilson, Alexis Knapp, Ester Dean, Hana Mae Lee, Kelley Jakle, Shelley Regner, Adam Devine, Utkarsh Ambudkar, Elizabeth Banks, John Michael Higgins"
Pitch_Perfect_2_2015,Movie,DVD,Pitch Perfect 2,2015,Elizabeth Banks,YES,,YES,Pitch Perfect,Pitch Perfect 3,YES,,110,"Comedy, Romance, Musical",Thank you Elizabeth Banks. The way they extend on the friendship of The Bellas with new epic performances and the addition of Hailee Steinfeld (😍) this is a worthy sequel of an iconic first movie.,Kay Cannon,Mark Mothersbaugh,Jim Denault,Salvador Pérez Jr.,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Skylar Astin, Adam Devine, Katey Sagal, Anna Camp, Ben Platt, Alexis Knapp, Hana Mae Lee, Ester Dean, Chrissie Fit, Birgitte Hjort Sorensen, Flula Borg, Kelley Jakle, Shelley Regner, Keegan-Michael Key, Snoop Dogg, Elizabeth Banks, John Michael Higgins"
Pitch_Perfect_3_2017,Movie,DVD,Pitch Perfect 3,2017,Trish Sie,YES,,YES,"Pitch Perfect, Pitch Perfect 2",,YES,,89,"Comedy, Adventure, Musical",This film series hits bullseye every time. With a new story and familiar favorites and again awesome songs (maybe some of the best throughout the series). I will never accept that this is the end of the franchise and it makes me happy that the cast is friends in real life too because that makes me think The Bellas are still together.,"Kay Cannon, Mike White",Christopher Lennertz,Matthew Clark,Salvador Pérez Jr.,"Anna Kendrick, Rebel Wilson, Brittany Snow, Anna Camp, Hailee Steinfeld, Ester Dean, Hana Mae Lee, Kelley Jakle, Shelley Regner, Chrissie Fit, Elizabeth Banks, John Michael Higgins, John Lithgow, Matt Lanter, Guy Burnet, DJ Khaled, Ruby Rose"
Planes_Trains_and_Automobiles_1987,Movie,DVD,"Planes, Trains & Automobiles",1987,John Hughes,NO,,NO,,,,,89,Comedy,,,,,,
Planet_of_the_Apes_1968,Movie,DVD,Planet of the Apes,1968,Franklin J. Schaffner,YES,,YES,,"Beneath the Planet of the Apes, Escape from the Planet of the Apes, Conquest of the Planet of the Apes, Battle for the Planet of the Apes",YES,,107,"Fantasy, Drama, SciFi",I have a very fond memory watching this movie series with my dad. It always remids me of him and I really like what this movie started. Both the original series as well as the remakes are distinct and interesting concepts. The fact that you forget there are humans behind those ape masks is incredible to me.,,,,,
Pride_and_Prejudice_and_Zombies_2016,Movie,DVD,Pride and Prejudice and Zombies,2016,Burr Steers,YES,,NO,,,,,104,"Fantasy, Epic, Romance",,,,,,
Project_Almanac_2015,Movie,BluRay,Project Almanac,2015,Dean Isrealite,YES,,NO,,,,,106,"SciFi,  Drama, Romance",,,,,,
Quantum_of_Solace_2008,Movie,DVD,Quantum of Solace,2008,Marc Forster,NO,,YES,Casino Royale,"Skyfall, Spectre",NO,No Time To Die,106,"Action, Drama",It came with the other Daniel Craig James Bonds so it's here now.,,,,,
Questce_quon_a_fait_au_Bon_Dieu_2014,Movie,DVD,Qu'est-ce qu'on a fait au Bon Dieu?,2014,Philippe de Chauveron,YES,,YES,,,NO,"Qu’est-ce qu’on a encore fait au Bon Dieu?, Qu’est-ce qu’on a tous fait au Bon Dieu?",93,"Comedy, Romance",I still remember watching this movie with my grandma. I will never forget her laughing to every joke sitting next to me. I couldn't get myself to watch this yet. Maybe one day I will be able to watch it again and think of all the beautiful memories.,,,,,
Raiders_of_the_Lost_Ark_1981,Movie,DVD,Raiders of the Lost Ark,1981,Steven Spielberg,YES,,YES,,"Indiana Jones and the Temple of Doom, Indiana Jones and the Last Crucade, Indiana Jones and the Kingdom of the Crystal Skull",NO,Indiana Jones and the Dial of Destiny,111,"Adventure, Action, Drama",,,,,,
Rat_Race_2001,Movie,DVD,Rat Race,2001,Jerry Zucker,YES,,NO,,,,,107,"Comedy, Adventure",,,,,,
Ratatouille_2007,Movie,DVD,Ratatouille,2007,Brad Bird,YES,,NO,,,,,108,"Animation, Drama",The scene when Remi gets out from the sewer to reveal that he was under Paris all this time with the camera showing him sitting on the roof and the beautifully lit skyline of Paris in the back with Le Festin playing in the back will always be the reason this is my favorite animated movie of all time. Movies playing into the theme of an unlikely character making their dream come true will always be my genre. Anyone can cook 🐀,,,,,
Ready_Player_One_2018,Movie,BluRay,Ready Player One,2018,Steven Spielberg,YES,,NO,,,,,140,"SciFi, Action, Drama",,,,,,
Red_Sparrow_2018,Movie,DVD,Red Sparrow,2018,Francis Lawrence,YES,,NO,,,,,134,"History, Thriller, Drama",There is a 30 second scene that was shot in Vienna and that makes me happy. Also a certain scene makes my breakfast say hi. It's a great spy thriller but not for the faint-hearted.,,,,,
Richard_Jewell_2019,Movie,BluRay,Richard Jewell,2019,Clint Eastwood,NO,,NO,,,,,131,"Drama, Crime, Biography",,,,,,
Rise_of_the_Planet_of_the_Apes_2011,Movie,BluRay,Rise of the Planet of the Apes,2011,Rupert Wyatt,YES,,YES,,War for the Planet of the Apes,NO,"Dawn of the Planet of the Apes, Kingdom of the Planet of the Apes",105,"Action, SciFi, Drama",,,,,,
Rocketman_2019,Movie,DVD,Rocketman,2019,Dexter Fletcher,YES,,NO,,,,,116,"Musical, Biography, Drama",,,,,,
Room_2015,Movie,DVD,Room,2015,Lenny Abrahamson,YES,,NO,,,,,113,"Drama, Thriller",,,,,,
Sanctum_2011,Movie,DVD,Sanctum,2011,Alister Grierson,YES,,NO,,,,,105,"Action, Thriller",,,,,,
Shark_Tale_2004,Movie,DVD,Shark Tale,2004,"Rob Letterman, Bibo Bergeron, Vicky Jenson",YES,,NO,,,,,86,"Animation, Comedy",,,,,,
Sharp_Objects_2018,Series,DVD,Sharp Objects,2018,Marti Noxon,NO,,NO,,,,,53,"Drama, Thriller, Crime",,,,,,
Sherlock_Holmes_and_the_Case_of_the_Silk_Stockings_2004,Movie,DVD,Sherlock Holmes and the Case of the Silk Stockings,2004,Simon Cellan Jones,YES,,NO,,,,,100,"Crime, Mystery, Drama",,,,,,
Short_Term_12_2013,Movie,BluRay,Short Term 12,2013,Destin Daniel Cretton,YES,,NO,,,,,96,"Drama, Coming-of-Age",This movie has so many familiar faces in it that I always wondered why I never had heard of it before watching it for the first time. It should be talked about much more. It's a small movie but so beautiful and it seems so meaningful. You can tell that it was made with love. Like when Spongebob makes his burger while Neptune is mass-producing his. This movie is Spongebob's burger.,Destin Daniel Cretton,Joel P West,Brett Pawlak,Jered Blanchard,"Brie Larson, Rami Malek, Kaitlyn Dever, Stephanie Beatriz, LaKeith Stanfield"
Shutter_Island_2010,Movie,DVD,Shutter Island,2010,Martin Scorsese,YES,signed by John Carrol Lynch,NO,,,,,137,"Mystery, Thriller, Drama",,,,,,
Sicario_2015,Movie,DVD,Sicario,2015,Denis Villeneuve,YES,,YES,,,NO,Sicario: Day of the Soldado,116,"Drama, Action, Thriller",,,,,,
Sing_2016,Movie,DVD,Sing,2016,Garth Jennings,YES,,YES,,Sing 2,YES,,104,"Animation, Musical, Comedy",,,,,,
Sing_2_2021,Movie,DVD,Sing 2,2021,Garth Jennings,YES,,YES,Sing,,YES,,110,"Animation, Musical, Comedy",,,,,,
Singin_in_the_Rain_1952,Movie,DVD,Singin' in the Rain,1952,"Stanley Donen, Gene Kelly",NO,,NO,,,,,99,"Musical, Romance, Comedy",,,,,,
Sister_Act_1992,Movie,DVD,Sister Act,1992,Emile Ardolino,YES,,YES,,Sister Act 2: Back in the Habit,YES,,96,"Comedy, Musical",,,,,,
Sister_Act_2_Back_in_the_Habit_1993,Movie,DVD,Sister Act 2: Back in the Habit,1993,Bill Duke,YES,,YES,Sister Act,,YES,,102,"Comedy, Musical",,,,,,
Skyfall_2012,Movie,DVD,Skyfall,2012,Sam Mendes,NO,,YES,"Casino Royale, Quantum of Solace",Spectre,NO,No Time To Die,143,"Action, Drama",The James Bond films managed to get the Best Original Song Oscar for the last three installments. It started with this. I'm sure the movie is great too.,,,,,
Spectre_2015,Movie,DVD,Spectre,2015,Sam Mendes,NO,,YES,"Casino Royale, Quantum of Solace, Skyfall",,NO,No Time To Die,148,"Action, Drama","Also must have a great soundtrack, hopefully, otherwise I'll be watching a James Bond movie that I know takes place in Mexico at some point. I think.",,,,,
Spencer_2021,Movie,DVD,Spencer,2021,Pablo Larrain,YES,,NO,,,,,117,"Drama, Biography, History","When I first saw Jackie, I thought it's a bit dull but on second thought I realized it was actually a really gret movie and Natalie Portman should have won the Oscar that year. When Spencer came along I thought ""Kristen Stewart?! As Diana Spencer?!"" but Yes. Kristen Stewart as Diana Spencer! She deserved an Oscar for that too, but at least got the nomination. This movie is really great, the music is amazing and the cinematography is so fittting. I was waiting to get this movie in a nice offer and finally did.",Steven Knight,Johnny Greenwood,Claire Mathon,Jaqueline Durran,"Kristen Stewart, Sally Hawkins"
SpiderMan_2002,Movie,DVD,Spider-Man,2002,Sam Raimi,YES,,YES,,"Spider-Man 2, Spider-Man 3",YES,,116,"SciFi, Action, Drama",,,,,,
SpiderMan_2_2004,Movie,DVD,Spider-Man 2,2004,Sam Raimi,YES,,YES,Spider-Man,Spider-Man 3,YES,,122,"SciFi, Action, Drama",,,,,,
SpiderMan_3_2007,Movie,DVD,Spider-Man 3,2007,Sam Raimi,YES,,YES,"Spider-Man, Spider-Man 2",,YES,,133,"SciFi, Action, Drama",,,,,,
SpiderMan_Homecoming_2017,Movie,DVD,Spider-Man: Homecoming,2017,Jon Watts,YES,,YES,,,NO,"Spider-Man: Far From Home, Spider-Man: No Way Home",128,"SciFi, Action, Coming-of-Age",,,,,,
SpiderMan_Into_the_SpiderVerse_2018,Movie,DVD,Spider-Man: Into the Spider-Verse,2018,"Bob Persichetti, Peter Ramsey",YES,,YES,,,NO,Spider-Man: Across the Spider-Verse,112,"Animation, SciFi, Coming-of-Age",,,,,,
Split_2016,Movie,DVD,Split,2016,M. Night Shyamalan,YES,,YES,Unbreakable,Glass,YES,,112,"Thriller, Drama, Mystery",,,,,,
